BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
060014403362018,11,Copper (DSL/VDSL),18.0,1.5
060014403362018,12,Copper (DSL/VDSL),75.0,20.0
060014403371001,10,Copper (DSL/VDSL),3.0,0.384
060014403371001,11,Copper (DSL/VDSL),18.0,1.5
060014403371001,12,Copper (DSL/VDSL),100.0,20.0
060014403371002,11,Copper (DSL/VDSL),18.0,1.5
060014403371002,12,Copper (DSL/VDSL),100.0,20.0
060014403371003,11,Copper (DSL/VDSL),18.0,1.5
060014403371003,12,Copper (DSL/VDSL),100.0,20.0
060014403371004,11,Copper (DSL/VDSL),18.0,1.5
060014403371004,12,Copper (DSL/VDSL),100.0,20.0
060014403371005,11,Copper (DSL/VDSL),18.0,1.5
060014403371005,12,Copper (DSL/VDSL),100.0,20.0
060014403371007,11,Copper (DSL/VDSL),18.0,1.5
060014403371007,12,Copper (DSL/VDSL),100.0,20.0
060014403371008,11,Copper (DSL/VDSL),18.0,1.5
060014403371008,12,Copper (DSL/VDSL),100.0,20.0
060014403371009,11,Copper (DSL/VDSL),18.0,1.5
060014403371009,12,Copper (DSL/VDSL),50.0,10.0
060014403371011,10,Copper (DSL/VDSL),3.0,0.384
060014403371011,11,Copper (DSL/VDSL),18.0,1.5
060014403371011,12,Copper (DSL/VDSL),75.0,20.0
060014403371011,50,Fiber to the Premises,1000.0,1000.0
060014403371012,11,Copper (DSL/VDSL),18.0,1.5
060014403371012,12,Copper (DSL/VDSL),75.0,20.0
060014403371013,11,Copper (DSL/VDSL),18.0,1.5
060014403371013,12,Copper (DSL/VDSL),100.0,20.0
060014403371014,11,Copper (DSL/VDSL),18.0,1.5
060014403371014,12,Copper (DSL/VDSL),100.0,20.0
060014403371015,10,Copper (DSL/VDSL),3.0,0.384
060014403371015,11,Copper (DSL/VDSL),18.0,1.5
060014403371015,12,Copper (DSL/VDSL),50.0,10.0
060014403371016,11,Copper (DSL/VDSL),18.0,1.5
060014403371016,12,Copper (DSL/VDSL),100.0,20.0
060014403371018,11,Copper (DSL/VDSL),18.0,1.5
060014403371018,12,Copper (DSL/VDSL),75.0,20.0
060014403371019,11,Copper (DSL/VDSL),18.0,1.5
060014403371019,12,Copper (DSL/VDSL),50.0,10.0
060014403371020,11,Copper (DSL/VDSL),18.0,1.5
060014403371020,12,Copper (DSL/VDSL),50.0,10.0
060014403371021,11,Copper (DSL/VDSL),18.0,1.5
060014403371021,12,Copper (DSL/VDSL),100.0,20.0
060014403371021,50,Fiber to the Premises,1000.0,1000.0
060014403371022,11,Copper (DSL/VDSL),18.0,1.5
060014403371022,12,Copper (DSL/VDSL),25.0,5.0
060014403371024,11,Copper (DSL/VDSL),18.0,1.5
060014403371024,12,Copper (DSL/VDSL),25.0,5.0
060014403371025,11,Copper (DSL/VDSL),18.0,1.5
060014403371025,12,Copper (DSL/VDSL),50.0,10.0
060014403371025,50,Fiber to the Premises,1000.0,1000.0
060014403371026,11,Copper (DSL/VDSL),18.0,1.5
060014403371026,12,Copper (DSL/VDSL),100.0,20.0
060014403381001,11,Copper (DSL/VDSL),3.0,1.0
060014403381001,12,Copper (DSL/VDSL),25.0,5.0
060014403381001,50,Fiber to the Premises,1000.0,1000.0
060014403381002,11,Copper (DSL/VDSL),10.0,1.0
060014403381003,11,Copper (DSL/VDSL),10.0,1.0
060014403381005,11,Copper (DSL/VDSL),10.0,1.0
060014403381006,11,Copper (DSL/VDSL),3.0,1.0
060014403381006,50,Fiber to the Premises,1000.0,1000.0
060014403381007,10,Copper (DSL/VDSL),3.0,0.384
060014403381007,11,Copper (DSL/VDSL),18.0,1.5
060014403381007,12,Copper (DSL/VDSL),25.0,5.0
060014403381007,50,Fiber to the Premises,1000.0,1000.0
060014403381008,11,Copper (DSL/VDSL),12.0,1.5
060014403381009,11,Copper (DSL/VDSL),10.0,1.0
060014403381010,11,Copper (DSL/VDSL),3.0,1.0
060014403381010,50,Fiber to the Premises,1000.0,1000.0
060014403381011,11,Copper (DSL/VDSL),10.0,1.0
060014403381012,11,Copper (DSL/VDSL),3.0,1.0
060014403381012,50,Fiber to the Premises,1000.0,1000.0
060014403382000,11,Copper (DSL/VDSL),18.0,1.5
060014403382000,12,Copper (DSL/VDSL),100.0,20.0
060014403382000,50,Fiber to the Premises,1000.0,1000.0
060014403383000,10,Copper (DSL/VDSL),3.0,0.384
060014403383000,11,Copper (DSL/VDSL),18.0,1.5
060014403383000,12,Copper (DSL/VDSL),100.0,20.0
060014403383000,50,Fiber to the Premises,1000.0,1000.0
060014403383000,70,Fixed Wireless,200.0,200.0
060014403383001,12,Copper (DSL/VDSL),50.0,10.0
060014403383001,50,Fiber to the Premises,1000.0,1000.0
060014403383002,50,Fiber to the Premises,1000.0,1000.0
060014403383003,11,Copper (DSL/VDSL),18.0,1.5
060014403383003,12,Copper (DSL/VDSL),100.0,20.0
060014403383004,11,Copper (DSL/VDSL),18.0,1.5
060014403383004,12,Copper (DSL/VDSL),100.0,20.0
060014403383005,11,Copper (DSL/VDSL),18.0,1.5
060014403383005,12,Copper (DSL/VDSL),50.0,10.0
060014403383005,50,Fiber to the Premises,1000.0,1000.0
060014403383007,12,Copper (DSL/VDSL),25.0,5.0
060014403383007,50,Fiber to the Premises,1000.0,1000.0
060014403383008,10,Copper (DSL/VDSL),3.0,0.384
060014403383008,11,Copper (DSL/VDSL),18.0,1.5
060014403383008,12,Copper (DSL/VDSL),100.0,20.0
060014403383008,50,Fiber to the Premises,1000.0,1000.0
060014403383010,11,Copper (DSL/VDSL),18.0,1.5
060014403383010,12,Copper (DSL/VDSL),100.0,20.0
060014403383011,12,Copper (DSL/VDSL),25.0,5.0
060014403383011,50,Fiber to the Premises,1000.0,1000.0
060014403383013,12,Copper (DSL/VDSL),25.0,5.0
060014403383013,50,Fiber to the Premises,1000.0,1000.0
060014411001000,11,Copper (DSL/VDSL),18.0,1.5
060014411001000,12,Copper (DSL/VDSL),50.0,10.0
060014411001000,50,Fiber to the Premises,1000.0,1000.0
060014411001001,10,Copper (DSL/VDSL),1.5,0.256
060014411001001,12,Copper (DSL/VDSL),25.0,5.0
060014411001001,50,Fiber to the Premises,1000.0,1000.0
060014411001002,12,Copper (DSL/VDSL),100.0,20.0
060014411001002,50,Fiber to the Premises,1000.0,1000.0
060014411001005,12,Copper (DSL/VDSL),50.0,10.0
060014411001005,50,Fiber to the Premises,1000.0,1000.0
060014411001006,12,Copper (DSL/VDSL),25.0,5.0
060014411001006,50,Fiber to the Premises,1000.0,1000.0
060014411001007,10,Copper (DSL/VDSL),6.0,0.512
060014411001007,11,Copper (DSL/VDSL),18.0,1.5
060014411001007,12,Copper (DSL/VDSL),100.0,20.0
060014411001007,50,Fiber to the Premises,1000.0,1000.0
060014411001008,12,Copper (DSL/VDSL),50.0,10.0
060014411001008,50,Fiber to the Premises,1000.0,1000.0
060014411001009,11,Copper (DSL/VDSL),18.0,1.5
060014411001009,12,Copper (DSL/VDSL),75.0,20.0
060014411001009,50,Fiber to the Premises,1000.0,1000.0
060014411001010,11,Copper (DSL/VDSL),18.0,1.5
060014411001010,12,Copper (DSL/VDSL),100.0,20.0
060014411001010,50,Fiber to the Premises,1000.0,1000.0
060014411001011,10,Copper (DSL/VDSL),6.0,0.512
060014411001011,11,Copper (DSL/VDSL),18.0,1.5
060014411001011,12,Copper (DSL/VDSL),100.0,20.0
060014411001011,50,Fiber to the Premises,1000.0,1000.0
060014411001012,11,Copper (DSL/VDSL),18.0,1.5
060014411001012,12,Copper (DSL/VDSL),100.0,20.0
060014411001013,11,Copper (DSL/VDSL),18.0,1.5
060014411001013,12,Copper (DSL/VDSL),100.0,20.0
060014411001014,11,Copper (DSL/VDSL),18.0,1.5
060014411001014,12,Copper (DSL/VDSL),100.0,20.0
060014411001015,11,Copper (DSL/VDSL),18.0,1.5
060014411001015,12,Copper (DSL/VDSL),100.0,20.0
060014411001016,10,Copper (DSL/VDSL),1.5,0.256
060014411001016,11,Copper (DSL/VDSL),18.0,1.5
060014411001016,12,Copper (DSL/VDSL),75.0,20.0
060014411001016,50,Fiber to the Premises,1000.0,1000.0
060014411001017,11,Copper (DSL/VDSL),18.0,1.5
060014411001017,12,Copper (DSL/VDSL),50.0,10.0
060014411001017,50,Fiber to the Premises,1000.0,1000.0
060014411001018,11,Copper (DSL/VDSL),18.0,1.5
060014411001018,12,Copper (DSL/VDSL),100.0,20.0
060014411002001,12,Copper (DSL/VDSL),50.0,10.0
060014411002001,50,Fiber to the Premises,1000.0,1000.0
060014411002004,10,Copper (DSL/VDSL),1.5,0.256
060014411002004,11,Copper (DSL/VDSL),18.0,1.5
060014411002004,12,Copper (DSL/VDSL),100.0,20.0
060014411002004,50,Fiber to the Premises,1000.0,1000.0
060014411002005,12,Copper (DSL/VDSL),50.0,10.0
060014411002005,50,Fiber to the Premises,1000.0,1000.0
060014411002006,12,Copper (DSL/VDSL),25.0,5.0
060014411002006,50,Fiber to the Premises,1000.0,1000.0
060014411002007,12,Copper (DSL/VDSL),50.0,10.0
060014411002007,50,Fiber to the Premises,1000.0,1000.0
060014411002008,10,Copper (DSL/VDSL),3.0,0.384
060014411002008,11,Copper (DSL/VDSL),18.0,1.5
060014411002008,12,Copper (DSL/VDSL),100.0,20.0
060014411002009,11,Copper (DSL/VDSL),18.0,1.5
060014411002009,12,Copper (DSL/VDSL),50.0,10.0
060014411002010,50,Fiber to the Premises,1000.0,1000.0
060014411002012,11,Copper (DSL/VDSL),18.0,1.5
060014411002012,12,Copper (DSL/VDSL),100.0,20.0
060014411002012,50,Fiber to the Premises,1000.0,1000.0
060014411002013,11,Copper (DSL/VDSL),18.0,1.5
060014411002013,12,Copper (DSL/VDSL),50.0,10.0
060014411002014,11,Copper (DSL/VDSL),18.0,1.5
060014411002014,12,Copper (DSL/VDSL),100.0,20.0
060014411002015,11,Copper (DSL/VDSL),18.0,1.5
060014411002015,12,Copper (DSL/VDSL),100.0,20.0
060014411002016,11,Copper (DSL/VDSL),18.0,1.5
060014411002016,12,Copper (DSL/VDSL),100.0,20.0
060014411002017,11,Copper (DSL/VDSL),18.0,1.5
060014411002017,12,Copper (DSL/VDSL),100.0,20.0
060014411002018,11,Copper (DSL/VDSL),18.0,1.5
060014411002018,12,Copper (DSL/VDSL),50.0,10.0
060014411002019,10,Copper (DSL/VDSL),6.0,0.512
060014411002019,11,Copper (DSL/VDSL),18.0,1.5
060014411002019,12,Copper (DSL/VDSL),100.0,20.0
060014411002020,11,Copper (DSL/VDSL),18.0,1.5
060014411002020,12,Copper (DSL/VDSL),100.0,20.0
060014412001003,11,Copper (DSL/VDSL),18.0,1.5
060014412001003,12,Copper (DSL/VDSL),25.0,5.0
060014412001004,50,Fiber to the Premises,1000.0,1000.0
060014412001005,11,Copper (DSL/VDSL),18.0,1.5
060014412001005,12,Copper (DSL/VDSL),50.0,10.0
060014412001005,50,Fiber to the Premises,1000.0,1000.0
060014412001006,11,Copper (DSL/VDSL),18.0,1.5
060014412001006,12,Copper (DSL/VDSL),100.0,20.0
060014412001007,11,Copper (DSL/VDSL),18.0,1.5
060014412001007,12,Copper (DSL/VDSL),100.0,20.0
060014412001008,11,Copper (DSL/VDSL),18.0,1.5
060014412001008,12,Copper (DSL/VDSL),75.0,20.0
060014412001010,11,Copper (DSL/VDSL),18.0,1.5
060014412001010,12,Copper (DSL/VDSL),50.0,10.0
060014412001011,11,Copper (DSL/VDSL),18.0,1.5
060014412001011,12,Copper (DSL/VDSL),100.0,20.0
060014412001012,11,Copper (DSL/VDSL),18.0,1.5
060014412001012,12,Copper (DSL/VDSL),100.0,20.0
060014412001013,11,Copper (DSL/VDSL),18.0,1.5
060014412001013,12,Copper (DSL/VDSL),75.0,20.0
060014412001014,11,Copper (DSL/VDSL),18.0,1.5
060014412001014,12,Copper (DSL/VDSL),75.0,20.0
060014412001015,11,Copper (DSL/VDSL),18.0,1.5
060014412001015,12,Copper (DSL/VDSL),100.0,20.0
060014412001016,11,Copper (DSL/VDSL),18.0,1.5
060014412001016,12,Copper (DSL/VDSL),100.0,20.0
060014412001017,10,Copper (DSL/VDSL),3.0,0.384
060014412001017,11,Copper (DSL/VDSL),18.0,1.5
060014412001017,12,Copper (DSL/VDSL),100.0,20.0
060014412001018,11,Copper (DSL/VDSL),18.0,1.5
060014412001018,12,Copper (DSL/VDSL),100.0,20.0
060014412001019,11,Copper (DSL/VDSL),18.0,1.5
060014412001019,12,Copper (DSL/VDSL),100.0,20.0
060014412001019,50,Fiber to the Premises,1000.0,1000.0
060014412001020,11,Copper (DSL/VDSL),18.0,1.5
060014412001020,12,Copper (DSL/VDSL),50.0,10.0
060014412001021,11,Copper (DSL/VDSL),18.0,1.5
060014412001021,12,Copper (DSL/VDSL),75.0,20.0
060014412001022,11,Copper (DSL/VDSL),18.0,1.5
060014412001022,12,Copper (DSL/VDSL),50.0,10.0
060014412001023,11,Copper (DSL/VDSL),18.0,1.5
060014412001023,12,Copper (DSL/VDSL),75.0,20.0
060014412001024,11,Copper (DSL/VDSL),18.0,1.5
060014412001024,12,Copper (DSL/VDSL),75.0,20.0
060014412001025,11,Copper (DSL/VDSL),18.0,1.5
060014412001025,12,Copper (DSL/VDSL),100.0,20.0
060014412001026,11,Copper (DSL/VDSL),18.0,1.5
060014412001026,12,Copper (DSL/VDSL),100.0,20.0
060014412001027,11,Copper (DSL/VDSL),18.0,1.5
060014412001027,12,Copper (DSL/VDSL),100.0,20.0
060014412002001,10,Copper (DSL/VDSL),6.0,0.512
060014412002001,11,Copper (DSL/VDSL),18.0,1.5
060014412002001,12,Copper (DSL/VDSL),100.0,20.0
060014412003000,11,Copper (DSL/VDSL),18.0,1.5
060014412003000,12,Copper (DSL/VDSL),100.0,20.0
060014412003001,11,Copper (DSL/VDSL),18.0,1.5
060014412003001,12,Copper (DSL/VDSL),100.0,20.0
060014412003002,11,Copper (DSL/VDSL),18.0,1.5
060014412003002,12,Copper (DSL/VDSL),100.0,20.0
060014412003003,10,Copper (DSL/VDSL),6.0,0.512
060014412003003,11,Copper (DSL/VDSL),18.0,1.5
060014412003003,12,Copper (DSL/VDSL),100.0,20.0
060014412003005,11,Copper (DSL/VDSL),18.0,1.5
060014412003005,12,Copper (DSL/VDSL),50.0,10.0
060014412003006,11,Copper (DSL/VDSL),18.0,1.5
060014412003006,12,Copper (DSL/VDSL),50.0,10.0
060014412003009,11,Copper (DSL/VDSL),18.0,1.5
060014412003009,12,Copper (DSL/VDSL),50.0,10.0
060014412003010,11,Copper (DSL/VDSL),18.0,1.5
060014412003010,12,Copper (DSL/VDSL),50.0,10.0
060014412003011,11,Copper (DSL/VDSL),18.0,1.5
060014412003011,12,Copper (DSL/VDSL),25.0,5.0
060014412003014,11,Copper (DSL/VDSL),18.0,1.5
060014412003014,12,Copper (DSL/VDSL),75.0,20.0
060014412003015,11,Copper (DSL/VDSL),18.0,1.5
060014412003015,12,Copper (DSL/VDSL),100.0,20.0
060014412003016,11,Copper (DSL/VDSL),18.0,1.5
060014412003016,12,Copper (DSL/VDSL),100.0,20.0
060014412003017,11,Copper (DSL/VDSL),18.0,1.5
060014412003017,12,Copper (DSL/VDSL),75.0,20.0
060014412003018,11,Copper (DSL/VDSL),18.0,1.5
060014412003018,12,Copper (DSL/VDSL),100.0,20.0
060014412004002,11,Copper (DSL/VDSL),18.0,1.5
060014412004002,12,Copper (DSL/VDSL),100.0,20.0
060014412004003,10,Copper (DSL/VDSL),6.0,0.512
060014412004003,11,Copper (DSL/VDSL),18.0,1.5
060014412004003,12,Copper (DSL/VDSL),100.0,20.0
060014412004003,50,Fiber to the Premises,1000.0,1000.0
060014412004004,11,Copper (DSL/VDSL),18.0,1.5
060014412004004,12,Copper (DSL/VDSL),100.0,20.0
060014412004005,11,Copper (DSL/VDSL),18.0,1.5
060014412004005,12,Copper (DSL/VDSL),75.0,20.0
060014412004006,11,Copper (DSL/VDSL),18.0,1.5
060014412004006,12,Copper (DSL/VDSL),100.0,20.0
060014412004007,11,Copper (DSL/VDSL),18.0,1.5
060014412004007,12,Copper (DSL/VDSL),100.0,20.0
060014412004008,11,Copper (DSL/VDSL),18.0,1.5
060014412004008,12,Copper (DSL/VDSL),75.0,20.0
060014412004009,11,Copper (DSL/VDSL),18.0,1.5
060014412004009,12,Copper (DSL/VDSL),75.0,20.0
060014412004011,11,Copper (DSL/VDSL),18.0,1.5
060014412004011,12,Copper (DSL/VDSL),50.0,10.0
060014412004012,11,Copper (DSL/VDSL),18.0,1.5
060014412004012,12,Copper (DSL/VDSL),100.0,20.0
060014412004013,11,Copper (DSL/VDSL),18.0,1.5
060014412004013,12,Copper (DSL/VDSL),75.0,20.0
060014412004014,11,Copper (DSL/VDSL),18.0,1.5
060014412004014,12,Copper (DSL/VDSL),75.0,20.0
060014412004015,11,Copper (DSL/VDSL),18.0,1.5
060014412004015,12,Copper (DSL/VDSL),100.0,20.0
060014412004016,11,Copper (DSL/VDSL),18.0,1.5
060014412004016,12,Copper (DSL/VDSL),100.0,20.0
060014412004017,11,Copper (DSL/VDSL),18.0,1.5
060014412004017,12,Copper (DSL/VDSL),100.0,20.0
060014412004018,11,Copper (DSL/VDSL),18.0,1.5
060014412004018,12,Copper (DSL/VDSL),100.0,20.0
060014412004021,11,Copper (DSL/VDSL),18.0,1.5
060014412004021,12,Copper (DSL/VDSL),50.0,10.0
060014412004022,11,Copper (DSL/VDSL),18.0,1.5
060014412004022,12,Copper (DSL/VDSL),100.0,20.0
060014412005001,11,Copper (DSL/VDSL),18.0,1.5
060014412005001,12,Copper (DSL/VDSL),100.0,20.0
060014412005001,50,Fiber to the Premises,1000.0,1000.0
060014412005003,11,Copper (DSL/VDSL),18.0,1.5
060014412005003,12,Copper (DSL/VDSL),100.0,20.0
060014412005005,12,Copper (DSL/VDSL),25.0,5.0
060014412005005,50,Fiber to the Premises,1000.0,1000.0
060014412005007,12,Copper (DSL/VDSL),50.0,10.0
060014412005007,50,Fiber to the Premises,1000.0,1000.0
060014412005010,10,Copper (DSL/VDSL),3.0,0.384
060014412005010,11,Copper (DSL/VDSL),18.0,1.5
060014412005010,12,Copper (DSL/VDSL),100.0,20.0
060014412005010,50,Fiber to the Premises,1000.0,1000.0
060014412005011,10,Copper (DSL/VDSL),6.0,0.512
060014412005011,11,Copper (DSL/VDSL),18.0,1.5
060014412005011,12,Copper (DSL/VDSL),100.0,20.0
060014412005012,11,Copper (DSL/VDSL),18.0,1.5
060014412005012,12,Copper (DSL/VDSL),100.0,20.0
060014412005012,50,Fiber to the Premises,1000.0,1000.0
060014412005013,10,Copper (DSL/VDSL),3.0,0.384
060014412005013,11,Copper (DSL/VDSL),18.0,1.5
060014412005013,12,Copper (DSL/VDSL),50.0,10.0
060014412005014,11,Copper (DSL/VDSL),18.0,1.5
060014412005014,12,Copper (DSL/VDSL),50.0,10.0
060014412005015,11,Copper (DSL/VDSL),18.0,1.5
060014412005015,12,Copper (DSL/VDSL),100.0,20.0
060014412005016,11,Copper (DSL/VDSL),18.0,1.5
060014412005016,12,Copper (DSL/VDSL),50.0,10.0
060014413011000,10,Copper (DSL/VDSL),6.0,0.512
060014413011000,11,Copper (DSL/VDSL),18.0,1.5
060014413011000,12,Copper (DSL/VDSL),100.0,20.0
060014413011001,10,Copper (DSL/VDSL),6.0,0.512
060014413011001,11,Copper (DSL/VDSL),18.0,1.5
060014413011001,12,Copper (DSL/VDSL),100.0,20.0
060014413011002,11,Copper (DSL/VDSL),18.0,1.5
060014413011002,12,Copper (DSL/VDSL),100.0,20.0
060014413011003,11,Copper (DSL/VDSL),18.0,1.5
060014413011003,12,Copper (DSL/VDSL),100.0,20.0
060014413011004,11,Copper (DSL/VDSL),18.0,1.5
060014413011004,12,Copper (DSL/VDSL),50.0,10.0
060014413011005,11,Copper (DSL/VDSL),18.0,1.5
060014413011005,12,Copper (DSL/VDSL),75.0,20.0
060014413011006,11,Copper (DSL/VDSL),18.0,1.5
060014413011006,12,Copper (DSL/VDSL),50.0,10.0
060014413011007,11,Copper (DSL/VDSL),18.0,1.5
060014413011007,12,Copper (DSL/VDSL),25.0,5.0
060014413011009,11,Copper (DSL/VDSL),18.0,1.5
060014413012000,11,Copper (DSL/VDSL),18.0,1.5
060014413012000,12,Copper (DSL/VDSL),100.0,20.0
060014413012000,50,Fiber to the Premises,1000.0,1000.0
060014413012001,11,Copper (DSL/VDSL),18.0,1.5
060014413012001,12,Copper (DSL/VDSL),100.0,20.0
060014413012002,10,Copper (DSL/VDSL),3.0,0.384
060014413012002,11,Copper (DSL/VDSL),18.0,1.5
060014413012002,12,Copper (DSL/VDSL),100.0,20.0
060014413012003,11,Copper (DSL/VDSL),18.0,1.5
060014413012003,12,Copper (DSL/VDSL),100.0,20.0
060014413012004,10,Copper (DSL/VDSL),3.0,0.384
060014413012004,11,Copper (DSL/VDSL),18.0,1.5
060014413012004,12,Copper (DSL/VDSL),100.0,20.0
060014413012005,11,Copper (DSL/VDSL),18.0,1.5
060014413012005,12,Copper (DSL/VDSL),75.0,20.0
060014413012006,11,Copper (DSL/VDSL),18.0,1.5
060014413012006,12,Copper (DSL/VDSL),100.0,20.0
060014413012007,11,Copper (DSL/VDSL),18.0,1.5
060014413012007,12,Copper (DSL/VDSL),100.0,20.0
060014413021000,11,Copper (DSL/VDSL),18.0,1.5
060014413021000,12,Copper (DSL/VDSL),100.0,20.0
060014413021002,10,Copper (DSL/VDSL),3.0,0.384
060014413021002,11,Copper (DSL/VDSL),18.0,1.5
060014413021002,12,Copper (DSL/VDSL),100.0,20.0
060014413022000,11,Copper (DSL/VDSL),18.0,1.5
060014413022000,12,Copper (DSL/VDSL),100.0,20.0
060014413022001,11,Copper (DSL/VDSL),18.0,1.5
060014413022001,12,Copper (DSL/VDSL),100.0,20.0
060014413022002,11,Copper (DSL/VDSL),18.0,1.5
060014413022002,12,Copper (DSL/VDSL),100.0,20.0
060014413022007,10,Copper (DSL/VDSL),6.0,0.512
060014413022007,11,Copper (DSL/VDSL),18.0,1.5
060014413022007,12,Copper (DSL/VDSL),100.0,20.0
060014413023001,10,Copper (DSL/VDSL),3.0,0.384
060014413023001,11,Copper (DSL/VDSL),18.0,1.5
060014413023001,12,Copper (DSL/VDSL),50.0,10.0
060014413023002,11,Copper (DSL/VDSL),18.0,1.5
060014413023002,12,Copper (DSL/VDSL),100.0,20.0
060014413023003,10,Copper (DSL/VDSL),3.0,0.384
060014413023003,11,Copper (DSL/VDSL),18.0,1.5
060014413023003,12,Copper (DSL/VDSL),100.0,20.0
060014413024003,11,Copper (DSL/VDSL),18.0,1.5
060014413024003,12,Copper (DSL/VDSL),100.0,20.0
060014413024004,11,Copper (DSL/VDSL),18.0,1.5
060014413024004,12,Copper (DSL/VDSL),50.0,10.0
060014413024005,10,Copper (DSL/VDSL),3.0,0.384
060014413024005,11,Copper (DSL/VDSL),18.0,1.5
060014413024005,12,Copper (DSL/VDSL),100.0,20.0
060014413024006,11,Copper (DSL/VDSL),18.0,1.5
060014413024006,12,Copper (DSL/VDSL),100.0,20.0
060014414011002,10,Copper (DSL/VDSL),1.5,0.256
060014414011002,11,Copper (DSL/VDSL),18.0,1.5
060014414011002,12,Copper (DSL/VDSL),75.0,20.0
060014414011003,10,Copper (DSL/VDSL),6.0,0.512
060014414011003,11,Copper (DSL/VDSL),18.0,1.5
060014414011003,12,Copper (DSL/VDSL),100.0,20.0
060014414011006,11,Copper (DSL/VDSL),5.0,1.0
060014414012001,11,Copper (DSL/VDSL),18.0,1.5
060014414012001,12,Copper (DSL/VDSL),100.0,20.0
060014414012002,11,Copper (DSL/VDSL),18.0,1.5
060014414012002,12,Copper (DSL/VDSL),50.0,10.0
060014414012003,11,Copper (DSL/VDSL),18.0,1.5
060014414012003,12,Copper (DSL/VDSL),100.0,20.0
060014414012004,11,Copper (DSL/VDSL),6.0,1.0
060014414012007,11,Copper (DSL/VDSL),18.0,1.5
060014414012007,12,Copper (DSL/VDSL),100.0,20.0
060014414012008,10,Copper (DSL/VDSL),1.5,0.256
060014414012008,11,Copper (DSL/VDSL),18.0,1.5
060014414012008,12,Copper (DSL/VDSL),100.0,20.0
060014414012009,11,Copper (DSL/VDSL),18.0,1.5
060014414012013,11,Copper (DSL/VDSL),18.0,1.5
060014414012013,12,Copper (DSL/VDSL),100.0,20.0
060014414012014,11,Copper (DSL/VDSL),18.0,1.5
060014414012014,12,Copper (DSL/VDSL),100.0,20.0
060014414012015,11,Copper (DSL/VDSL),18.0,1.5
060014414012015,12,Copper (DSL/VDSL),100.0,20.0
060014414013001,11,Copper (DSL/VDSL),18.0,1.5
060014414013001,12,Copper (DSL/VDSL),100.0,20.0
060014414013003,10,Copper (DSL/VDSL),6.0,0.512
060014414013003,11,Copper (DSL/VDSL),18.0,1.5
060014414013003,12,Copper (DSL/VDSL),100.0,20.0
060014414013004,11,Copper (DSL/VDSL),18.0,1.5
060014414013004,12,Copper (DSL/VDSL),100.0,20.0
060014414013006,10,Copper (DSL/VDSL),1.5,0.256
060014414013006,11,Copper (DSL/VDSL),18.0,1.5
060014414013006,12,Copper (DSL/VDSL),100.0,20.0
060014414013008,11,Copper (DSL/VDSL),18.0,1.5
060014414013008,12,Copper (DSL/VDSL),100.0,20.0
060014414014001,11,Copper (DSL/VDSL),18.0,1.5
060014414014001,12,Copper (DSL/VDSL),100.0,20.0
060014414014002,10,Copper (DSL/VDSL),1.5,0.256
060014414014002,11,Copper (DSL/VDSL),18.0,1.5
060014414014002,12,Copper (DSL/VDSL),75.0,20.0
060014414014003,11,Copper (DSL/VDSL),18.0,1.5
060014414014003,12,Copper (DSL/VDSL),100.0,20.0
060014414014004,11,Copper (DSL/VDSL),18.0,1.5
060014414014004,12,Copper (DSL/VDSL),75.0,20.0
060014414014005,11,Copper (DSL/VDSL),18.0,1.5
060014414014005,12,Copper (DSL/VDSL),100.0,20.0
060014414014007,11,Copper (DSL/VDSL),18.0,1.5
060014414014007,12,Copper (DSL/VDSL),100.0,20.0
060014414014008,11,Copper (DSL/VDSL),18.0,1.5
060014414014008,12,Copper (DSL/VDSL),75.0,20.0
060014414015000,11,Copper (DSL/VDSL),18.0,1.5
060014414015000,12,Copper (DSL/VDSL),100.0,20.0
060014414015001,11,Copper (DSL/VDSL),18.0,1.5
060014414015001,12,Copper (DSL/VDSL),100.0,20.0
060014414015002,11,Copper (DSL/VDSL),18.0,1.5
060014414015002,12,Copper (DSL/VDSL),100.0,20.0
060014414015003,11,Copper (DSL/VDSL),18.0,1.5
060014414015003,12,Copper (DSL/VDSL),100.0,20.0
060014414015004,10,Copper (DSL/VDSL),1.5,0.256
060014414015004,11,Copper (DSL/VDSL),18.0,1.5
060014414015004,12,Copper (DSL/VDSL),100.0,20.0
060014414015005,11,Copper (DSL/VDSL),18.0,1.5
060014414015005,12,Copper (DSL/VDSL),100.0,20.0
060014414015006,11,Copper (DSL/VDSL),18.0,1.5
060014414015006,12,Copper (DSL/VDSL),100.0,20.0
060014414015007,11,Copper (DSL/VDSL),18.0,1.5
060014414015007,12,Copper (DSL/VDSL),100.0,20.0
060014414021000,11,Copper (DSL/VDSL),18.0,1.5
060014414021000,12,Copper (DSL/VDSL),100.0,20.0
060014414021001,11,Copper (DSL/VDSL),18.0,1.5
060014414021001,12,Copper (DSL/VDSL),100.0,20.0
060014414021002,11,Copper (DSL/VDSL),18.0,1.5
060014414021002,12,Copper (DSL/VDSL),50.0,10.0
060014414021003,11,Copper (DSL/VDSL),18.0,1.5
060014414021003,12,Copper (DSL/VDSL),100.0,20.0
060014414021004,11,Copper (DSL/VDSL),18.0,1.5
060014414021004,12,Copper (DSL/VDSL),100.0,20.0
060014414021005,11,Copper (DSL/VDSL),18.0,1.5
060014414021005,12,Copper (DSL/VDSL),100.0,20.0
